Data,Hora,Temperatura Interna,Temperatura Externa,Temperatura Definida pelo usuário,Poder do Resistor (%),Poder da ventoinha(%)
23/01/2023,10:08:43,"38.75","23.10","33.00","0.00","100.00"
23/01/2023,10:08:47,"38.38","23.10","33.00","0.00","40.00"
23/01/2023,10:08:51,"38.19","23.10","33.00","0.00","100.00"
23/01/2023,10:08:55,"37.94","23.10","33.00","0.00","68.12"
23/01/2023,10:09:00,"37.69","23.10","33.00","0.00","60.62"
23/01/2023,10:09:04,"37.56","23.10","33.00","0.00","100.00"
23/01/2023,10:09:08,"37.31","23.10","33.00","0.00","49.38"
23/01/2023,10:09:12,"37.12","23.10","33.00","0.00","68.75"
23/01/2023,10:09:16,"36.94","23.10","33.00","0.00","63.12"
23/01/2023,10:09:20,"36.75","23.10","33.00","0.00","57.50"
23/01/2023,10:09:24,"36.56","23.10","33.00","0.00","51.88"
23/01/2023,10:09:28,"36.44","23.10","33.00","0.00","73.12"
23/01/2023,10:09:32,"36.31","23.10","33.00","0.00","69.38"
23/01/2023,10:09:36,"36.12","23.10","33.00","0.00","40.00"
23/01/2023,10:09:40,"36.00","23.10","33.00","0.00","60.00"
23/01/2023,10:09:44,"35.88","23.10","33.00","0.00","56.25"
23/01/2023,10:09:48,"35.75","23.10","33.00","0.00","52.50"
23/01/2023,10:09:52,"35.62","23.10","33.00","0.00","48.75"
23/01/2023,10:09:56,"35.50","23.10","33.00","0.00","45.00"
23/01/2023,10:10:00,"35.44","23.10","33.00","0.00","68.12"
23/01/2023,10:10:04,"35.25","23.10","33.00","0.00","40.00"
23/01/2023,10:10:08,"35.12","23.10","33.00","0.00","40.00"
23/01/2023,10:10:12,"35.06","23.10","33.00","0.00","56.88"
23/01/2023,10:10:16,"35.00","23.10","33.00","0.00","55.00"
23/01/2023,10:10:21,"34.81","23.10","33.00","0.62","0.00"
23/01/2023,10:10:25,"34.75","23.10","33.00","0.00","47.50"
23/01/2023,10:10:29,"34.75","23.10","33.00","0.00","72.50"
23/01/2023,10:10:33,"34.62","23.10","33.00","0.00","40.00"
23/01/2023,10:10:37,"34.50","23.10","33.00","0.00","40.00"
23/01/2023,10:10:41,"34.38","23.10","33.00","0.00","40.00"
23/01/2023,10:10:45,"34.25","23.10","33.00","0.00","40.00"
23/01/2023,10:10:49,"34.12","23.10","33.00","0.00","40.00"
23/01/2023,10:10:53,"34.06","23.10","33.00","0.00","40.00"
23/01/2023,10:10:57,"34.00","23.10","33.00","0.00","40.00"
23/01/2023,10:11:01,"33.81","23.10","33.00","30.62","0.00"
23/01/2023,10:11:05,"33.88","23.10","33.00","0.00","71.25"
23/01/2023,10:11:09,"33.88","23.10","33.00","0.00","46.25"
23/01/2023,10:11:13,"33.81","23.10","33.00","0.00","40.00"
23/01/2023,10:11:17,"33.69","23.10","33.00","9.38","0.00"
23/01/2023,10:11:21,"33.62","23.10","33.00","0.00","40.00"
23/01/2023,10:11:25,"33.69","23.10","33.00","0.00","65.62"
23/01/2023,10:11:29,"33.62","23.10","33.00","0.00","40.00"
23/01/2023,10:11:33,"33.56","23.10","33.00","0.00","40.00"
23/01/2023,10:11:37,"33.50","23.10","33.00","0.00","40.00"
23/01/2023,10:11:42,"33.50","23.10","33.00","0.00","40.00"
23/01/2023,10:11:46,"33.38","23.10","33.00","18.75","0.00"
23/01/2023,10:11:50,"33.31","23.10","33.00","0.00","40.00"
23/01/2023,10:11:54,"33.31","23.10","33.00","0.00","40.00"
23/01/2023,10:11:58,"33.31","23.10","33.00","0.00","40.00"
23/01/2023,10:12:02,"33.25","23.10","33.00","0.00","40.00"
23/01/2023,10:12:06,"33.31","23.10","33.00","0.00","54.38"
23/01/2023,10:12:10,"33.19","23.10","33.00","24.38","0.00"
23/01/2023,10:12:14,"33.12","23.10","33.00","1.25","0.00"
23/01/2023,10:12:18,"33.12","23.10","33.00","0.00","40.00"
23/01/2023,10:12:22,"33.19","23.10","33.00","0.00","50.62"
23/01/2023,10:12:26,"33.25","23.10","33.00","0.00","52.50"
23/01/2023,10:12:30,"33.19","23.10","33.00","0.00","40.00"
23/01/2023,10:12:34,"33.12","23.10","33.00","1.25","0.00"
23/01/2023,10:12:38,"33.12","23.10","33.00","0.00","40.00"
23/01/2023,10:12:42,"33.12","23.10","33.00","0.00","40.00"
23/01/2023,10:12:46,"33.19","23.10","33.00","0.00","50.62"
23/01/2023,10:12:50,"33.12","23.10","33.00","1.25","0.00"
23/01/2023,10:12:54,"33.00","23.10","33.00","30.00","0.00"
23/01/2023,10:12:58,"33.00","23.10","33.00","0.00","40.00"
23/01/2023,10:13:03,"33.06","23.10","33.00","0.00","46.88"
23/01/2023,10:13:07,"33.06","23.10","33.00","0.00","40.00"
23/01/2023,10:13:11,"33.06","23.10","33.00","0.00","40.00"
23/01/2023,10:13:15,"33.00","23.10","33.00","5.00","0.00"
23/01/2023,10:13:19,"32.94","23.10","33.00","6.89","0.00"
23/01/2023,10:13:23,"32.94","23.10","33.00","0.00","40.00"
23/01/2023,10:13:27,"33.00","23.10","33.00","0.00","44.97"
23/01/2023,10:13:31,"33.00","23.10","33.00","0.00","40.00"
23/01/2023,10:13:35,"33.00","23.10","33.00","0.00","40.00"
23/01/2023,10:13:39,"32.94","23.10","33.00","6.91","0.00"
23/01/2023,10:13:43,"32.88","23.10","33.00","8.81","0.00"
23/01/2023,10:13:47,"32.88","23.10","33.00","0.00","40.00"
23/01/2023,10:13:51,"32.94","23.10","33.00","0.00","43.03"
